SKU,brands,name,description,taste_notes,taste_notes_category,price_200g,image_url,varietal,altitude,processing method,roast level,roasted for,origin,blend,link
285,Nine Lives Coffee Roaster,El Salvador Los Pirineos Orange Pacamara Washed,"varietal : Orange Pacamara tasting notes : orange blossom, grapes, apricot","orange blossom, grapes, apricot","Fruity, Floral",RM 93,https://cdn.shopify.com/s/files/1/0814/4027/6715/files/NLCR_Shopee_Equador_Kenya_Workfile-05.png?v=1776919135,Orange Pacamara,1600 masl,Washed,Light,Filter,El Salvador,No,https://ninelivescoffee.co/products/el-salvador-los-pirineos
286,43 Coffee,El Salvador Orange Pacamara,"Bright and juicy with vibrant mandarin citrus, ripe yellow plum sweetness, and a smooth creamy body. Best enjoyed as a black coffee, where its silky texture and elegant fruit-forward character create a clean, lively, and refined cup","Mandarin Orange, Yellow Plum, Creamy",Fruity,RM 55,https://cdn.shopify.com/s/files/1/0668/0428/5648/files/El_Salvador_Orange_Pacamara.png?v=1778837499,Pacamara,,Washed,Light,Both,El Salvador,No,https://43coffee.com/products/el-salvador-orange-pacamara
287,43 Coffee,El Salvador Pink Pacamara,"Clean and expressive with a silky body, bright lime acidity, and crisp red apple sweetness. The brown sugar finish brings warmth and balance, making it especially enjoyable as a black coffee where its layered clarity and delicate sweetness can fully shine","Red Apple, Lime, Brown Sugar","Fruity, Sweet",RM 55,https://cdn.shopify.com/s/files/1/0668/0428/5648/files/El_Salvador_Pink_Pacamara.png?v=1778837529,Pacamara,,Washed,Light,Both,El Salvador,No,https://43coffee.com/products/el-salvador-pink-pacamara
288,COFA Coffee,El Salvador Red Bourbon,"A washed Red Bourbon from Finca La Fany, medium-light roasted for elegant clarity, balanced acidity and a clean, light body.","Floral Aromatics, Fruity Brightness, Gentle Nutty Finish","Fruity, Floral, Nutty/Cocoa",RM 70,https://cofastore.com.my/wp-content/uploads/2025/12/COFASTORE-81-1600x2400.jpg,Red Bourbon,,Washed,Medium Light,Filter,El Salvador,No,https://cofastore.com.my/product/el-salvador-red-bourbon/
289,Emery Coffee Roastery,Emery Specialty Blend,,"Blackberry, Roasted Nuts, Cocoa Nibs","Fruity, Nutty/Cocoa",RM 26,https://cdn.shopify.com/s/files/1/0026/0299/1734/files/8.png?v=1720018620,,,Washed,Medium-Dark,Both,"Indonesia, Colombia",Yes,https://emery.coffee/products/esc-specialty-blend
290,Arkib Kopi,EMPAYER HITAM,"Against belief and odds, Empayer Hitam breaks free from the conventions of third-wave coffee. It stands as a symbol of our playful rebellion in portraying specialty coffee. Dark roast often gets a bad reputation as bitter, ashy or harsh, but we rewrite the story. Our guideline is simple, a dark roast can be bold and fruity at the same time","Guava, Calamansi, Vanilla, White Nutella, Buttercream","Fruity, Sweet, Nutty/Cocoa",RM 48,https://cdn.shopify.com/s/files/1/2797/8666/files/HITAM-00.png?v=1764390742,,,washed,Medium,Filter,Malaysia,No,https://arkibkopi.my/products/empayer-hitam
291,Arkib Kopi,ETHIOPIA ABDO ABAMACHA NEFERTARI,"2025 arrives with a generous wave of beautiful washed Ethiopia coffees, and this marks our second purchase from Abdo Abamacha. The latest harvest continues to impress with a lively berry character. This year we secured Lot 11 which was separated from the broader production to highlight its quality and the intention behind the batch","Strawberry, Red Berries, Lemongrass, Vanilla, Watermelon","Fruity, Sweet",RM 48,https://cdn.shopify.com/s/files/1/2797/8666/files/ABDO_ABAMACHA_NEFERTARI_-_00_0dd1c9b5-c575-4b5e-b92e-5f40052f8193.png?v=1763097984,,1879 meters,washed,Medium,Filter,Ethiopia,No,https://arkibkopi.my/products/ethiopia-abdo-abamacha-nefertari
292,Arkib Kopi,ETHIOPIA ABDO ABAMACHA NEFERTARI,"2025 arrives with a generous wave of beautiful washed Ethiopia coffees, and this marks our second purchase from Abdo Abamacha. The latest harvest continues to impress with a lively berry character. This year we secured Lot 11 which was separated from the broader production to highlight its quality and the intention behind the batch","Strawberry, Coffee Blossom, Blueberry Jam, Red Raisin, Rose","Fruity, Floral",RM 48,https://cdn.shopify.com/s/files/1/2797/8666/files/ABDO_ABAMACHA_NEFERTARI_-_00_77397d8c-b8b8-4768-a9dc-55f2e5ec7c41.png?v=1763098429,,1879 meters,washed,Medium,Espresso,Ethiopia,No,https://arkibkopi.my/products/ethiopia-abdo-abamacha-nefertari-1
293,Nine Lives Coffee Roaster,Ethiopia Abdo Abamecha G1 Badeyi Lot 11,"tasting notes : white floral, stone fruit, black tea","white floral, stone fruit, black tea","Fruity, Floral",RM 48,https://cdn.shopify.com/s/files/1/0814/4027/6715/files/NLCR_Shopee_Equador_Kenya_Workfile-02.png?v=1776918314,"74110, 74112",2200 masl,Washed,Unknown,Both,Ethiopia,No,https://ninelivescoffee.co/products/ethiopia-abdo-abamecha-g1-badeyi-lot-11-filter
294,Ghostbird Coffee,Ethiopia Alo Chilaka Washed,"Producer : Tamiru Tadesse Roast Level : Medium-Light Tasting Notes : Bergamot, Melon, Mango, Lemongrass Alo is renowned for their classic natural and washed processed coffees, which beautifully expresses the unique terroir of its region. Produced by Tamiru Tadesse, this lot encapsulates Sidama Bensa’s fruity, floral qualities, conveying notes of bergamot, melon, mango and a hint of lemongrass in your cup","Bergamot, Melon, Mango, Lemongrass",Fruity,RM 85,https://cdn.shopify.com/s/files/1/0519/6749/2290/files/ethiopia_alo_chilaka.png?v=1781665592,"74,158","2, 410 masl",Washed,Medium Light,Both,Ethiopia,No,https://ghostbirdcoffee.co/products/ethiopia-alo-chilaka-washed
295,43 Coffee,Ethiopia Guji Michicha Natural G1,"Sourced from Banko Michicha in the Guji region, this light-roasted natural Ethiopian showcases the vibrant character of Indigenous Heirloom varieties. Bursting with juicy blueberry and raspberry notes, the cup is layered with rich dark cherry sweetness that creates a syrupy body and lingering aromatic finish. Bright, expressive, and full of fruit complexity, it delivers exceptional clarity as a filter brew while producing a sweet, vibrant espresso with remarkable depth.","Blueberry, Raspberry, Dark Cherry",Fruity,RM 40,https://43coffee.com/cdn/shop/files/EthiopiaGujiMichichaNaturalG1.png?v=1785231834&width=1445,Indigenous Heirloom,,Natural,Light,Both,Ethiopia,No,https://43coffee.com/products/ethiopia-guji-michicha-natural-g1
296,One Half Coffee,Ethiopia Bombe Heirloom Washed,Region: sidama. Producer: bombe washing station. Process: washed. Altitude: 1900 masl.,"floral, citron tea, apple candy, blueberry","Fruity, Green/Vegetative, Sweet, Floral",RM 46,https://cdn.shopify.com/s/files/1/0699/1917/8965/files/eth_bombe_w_4e33c46d-3475-4f3a-90d2-a65985058590.png?v=1775729721,heirloom,1900 masl,washed,Unknown,Espresso,Ethiopia,No,https://www.onehalfcoffee.com/products/ethiopia-bombe-heirloom-washed-1?weight=350g
297,Decrypt Coffee,Ethiopia Gedeo Yirgacheffe Konga Amederaro G1,"TEA-LIKE
This Konga Amederaro lot welcomes you with an elegant tapestry of wild berries and blood orange, each sip layered with green grape accents and a soft whisper of black tea. The washed process gives clarity, letting fruit and tea notes shine without muddiness. The finish is long and refined, leaving a gentle tea-like aftertaste that lingers as a calming echo. On the palate, brightness, floral lift, and restrained sweetness play in harmony — a coffee that feels both vivid and poised, inviting contemplation in each cup.","Wild berries, blood orange, green grape, black tea",Floral,RM 48,https://cdn.shopify.com/s/files/1/0833/5831/8785/files/Copyof_New_Productimage_10.png?v=1759160714,"Ethiopian Heirloom, Local landraces (incl. JARC selections)","~2, 000 masl",Washed,,Both,Ethiopia,No,https://decryptcoffee.com/products/ethiopia-gedeo-yirgacheffe-konga-amederaro-g1
298,2F Coffee Roastery,Ethiopia Guji - Washed Process,"A light-medium washed Heirloom coffee from Ethiopia Guji, grown at 1,800-2,000 masl.","Lily Floral, Sweet Orange Tea, Apricot, Lemon, Candy","Fruity, Floral, Sweet",RM 70,https://cdn.store-assets.com/s/390997/i/99766096.png,Heirloom,1800-2000 masl,Washed,Medium Light,Both,Ethiopia,No,https://www.2fcoffeeroastery.com/collections/coffee-bean-1/products/ethiopia-west-asri-natural-process
299,Emery Coffee Roastery,Ethiopia Guji Espresso Roast,"Roast-to-order seasonal single origins Variety. : JARC Varieties Flavour Notes : Citrus, Figs, Brown Sugar","Citrus, Figs, Brown Sugar","Fruity, Sweet",RM 38,https://cdn.shopify.com/s/files/1/0026/0299/1734/files/2_a442821f-f172-451e-bd2c-295f81bde6fd.jpg?v=1773570944,JARC Varieties,,Washed,Unknown,Espresso,Ethiopia,No,https://emery.coffee/products/ethiopia-guji-washed
300,Emery Coffee Roastery,Ethiopia Guji Filter Roast,"Roast-to-order seasonal single origins Flavour Notes : Citrus, Figs, Brown Sugar","Citrus, Figs, Brown Sugar","Fruity, Sweet",RM 38,https://cdn.shopify.com/s/files/1/0026/0299/1734/files/1_0fa2205b-a2fd-40b0-8a19-18360a56be11.jpg?v=1773570650,Heirloom,,Washed,Unknown,Filter,Ethiopia,No,https://emery.coffee/products/ethiopia-yirgacheffe-filter-roast
301,Putra Roasters,ETHIOPIA GUJI G2,,"Floral, berries, citrus",Fruity,RM 50,https://cdn.store-assets.com/s/907165/i/102559647.png,,000 meters,Washed,Medium,Both,Ethiopia,No,https://www.putraroasters.com/products/ethiopia-guji-g2-coffee
302,The Crackpots,"Ethiopia Guji Uraga ""Peony"" Washed","Tasting Note: Orange Blossom, Peach, Oolong Brewing Recommendation: Filter Brews, Modern Espresso","Orange Blossom, Peach, Oolong","Fruity, Floral",RM 74,https://cdn.shopify.com/s/files/1/0510/5831/1346/files/EGUPW-26-01_cover.png?v=1778256250,Gesha,,Washed,Unknown,Both,Ethiopia,No,https://thecrackpots.com/products/ethiopia-guji-uraga-peony-washed
303,The Crackpots,"Ethiopia Guji Uraga ""Perfume Lemon""","Tasting Note: White Floral, Lemon, Peach, Black Tea Brewing Recommendation: Filter Brews, Modern Espresso","White Floral, Lemon, Peach, Black Tea","Fruity, Floral",RM 71,https://cdn.shopify.com/s/files/1/0510/5831/1346/files/EGUPL-26-01_cover.png?v=1778134327,Heirloom,,Washed,Unknown,Both,Ethiopia,No,https://thecrackpots.com/products/ethiopia-guji-uraga-perfume-lemon
304,One Half Coffee,Ethiopia Gute Mini 74110 Peaberry Washed,"Region: sidama, bensa. Producer: gute washing station. Process: washed. Altitude: 2350 masl.","currant, dried apricot, ice lemon tea","Fruity, Green/Vegetative",RM 46,https://cdn.shopify.com/s/files/1/0699/1917/8965/files/ethgutemini350g.png?v=1783768493,74110 peaberry,2350 masl,washed,Unknown,Espresso,Ethiopia,No,https://www.onehalfcoffee.com/products/ethiopia-gute-mini-741100-peaberry-washed?weight=350g
305,VCR,VCR Brazil & Columbia Blend,,"Pear, Toffee, Butterscotch, Chocolate","Fruity, Nutty/Cocoa, Sweet",RM 35,https://down-my.img.susercontent.com/file/my-11134207-7rasl-majko5okkqvff5.webp,"Bourbon,Catuai,Caturra,Castillo,Colombia","1, 000 - 1, 300 masl , 1, 500 masl","Natural,Washed",Medium,Espresso,"Brazil, Colombia",Yes,https://shopee.com.my/VCR-Blend-Arabica-Coffee-(Espresso-Roast)-(Brazil-Colombia)-Coffee-Bean-Ground-Coffee-(300g-1kg)-i.254595420.5339254560
306,2F Coffee Roastery,Ethiopia Nensenbo Mewa - Washed,"A light-roasted washed Ethiopian coffee from Nensenbo Mewa, grown at 2,000 masl.","Lily Florals, Honey, Orange, Apricot","Fruity, Floral, Sweet",RM 120,https://cdn.store-assets.com/s/390997/i/84157069.png,"74110, 74112, 74158",2000 masl,Washed,Light,Both,Ethiopia,No,https://www.2fcoffeeroastery.com/collections/coffee-bean-1/products/ethiopia-nensenbo-mewa-wahsed
307,VCR,Ethiopia Getaneh Endale Mengesha,,"Grapefruit, Strawberry, Prune, Earl Grey",Fruity,RM 80,https://down-my.img.susercontent.com/file/my-11134207-7rask-mdl3n42s30p4b4.webp,Heirloom,2019 masl,Natural,Light,Filter,Ethiopia,No,https://shopee.com.my/VCR-Single-Origin-Arabica-Coffee-(Filter-Roast)-Ethiopia-Getaneh-Endale-Mengesha-(Coffee-Bean-Ground-Coffee)-(200g)-i.254595420.42213862267
308,VCR,Ethiopia Diima Buku Sayisa #1,"Strawberry and pineapple brightness layered with mellow plum sweetness, accented by the bergamot notes of Earl Grey for a fragrant, well-structured finish.
","Strawberry, Pineapple, Plum, Earl Grey","Fruity, Floral",RM 80,https://down-my.img.susercontent.com/file/my-11134207-820lb-mmjtdko5tiiw7d.webp,Heirloom,,Natural,Light,Filter,Ethiopia,No,https://shopee.com.my/VCR-Single-Origin-Arabica-Coffee-(Filter-Roast)-Ethiopia-Diima-Buku-Sayisa-1-(Coffee-Bean-Ground-Coffee)-(200g)-i.254595420.48658117377
309,VCR,Ethiopia Samii Bensa Setamo #1,,"Floral, Orange Marmalade, Lemon, Ceylon Tea",Floral,RM 80,https://down-my.img.susercontent.com/file/my-11134207-820lc-mmjt178ts2dr87.webp,Heirloom,,Washed,Light,Filter,Ethiopia,No,https://shopee.com.my/VCR-Single-Origin-Arabica-Coffee-(Filter-Roast)-Ethiopia-Samii-Bensa-Setamo-1-(Coffee-Bean-Ground-Coffee)-(200g)-i.254595420.53458092858
310,VCR,El Salvador La Independencia Tabi,"A fruit-forward blend of blueberry and red berries, complemented by the subtle richness of dried fig, delivering a smooth, balanced finish with depth and clarity.","Blueberry, Red Berries, Dried Fig",Fruity,RM 80,https://down-my.img.susercontent.com/file/my-11134207-820lh-mmjtlb9wcvt192.webp,Tabi,1580 masl,Natural,Light,Filter,El Salvador,No,https://shopee.com.my/VCR-Single-Origin-Arabica-Coffee-(Filter-Roast)-El-Salvador-La-Independencia-Tabi-(Coffee-Bean-Ground-Coffee)-(200g)-i.254595420.56658106492
311,Eight Ounce Coffee,Ethiopia Sidama Bona G1 74110,,"Floral, Citrus, Apricot, Lime, Grey Tea","Fruity, Floral",RM 120,"https://static.wixstatic.com/media/bc0cb9_b3cbb9eeaa894d719e344cd20e3c6f38~mv2.jpeg/v1/crop/x_102,y_0,w_820,h_1280/fill/w_239,h_403,al_c,q_80,usm_0.66_1.00_0.01,enc_avif,quality_auto/brew%20bean_ethiopiasidama%20Large.jpeg",74110,,Washed,Medium Light,Filter,Ethiopia,No,https://wa.me/60376228782
312,COFA Coffee,Ethiopia Sidamo,"A washed, medium-light roasted Ethiopian Sidamo with a full body, vibrant acidity and a floral-citrus profile.","Floral, Lemon, Black Tea","Fruity, Floral",RM 58,https://cofastore.com.my/wp-content/uploads/2021/11/SHOPEE-COVERS-Recovered-09-1600x2400.jpg,,,Washed,Medium Light,Filter,Ethiopia,No,https://cofastore.com.my/product/ethiopia-sidamo/
313,Ang Ang Roastery,Ethiopia Sidamo Bensa G2,Process: Washed. Variety: Heirloom. Altitude: 1700-2200 masl,"Chrysanthemum, Orange, Plum, Cocoa","Fruity, Floral, Nutty/Cocoa",RM 48,https://cdn.shopify.com/s/files/1/0609/6374/9959/files/productcover-02.webp?v=1753171954,Heirloom,1700-2200 masl,Washed,Unknown,Espresso,Ethiopia,No,https://aarcoffeelibrary.com/products/ethiopia-sidamo-bensa-g2
314,Ang Ang Roastery,Ethiopia Sidamo Bensa G2,"From the highlands of Ethiopia’s famed Sidamo region, this Bensa Washed coffee captures the delicate beauty of its origin. Grown at high elevation and carefully washed to preserve its clarity, This single-origin coffee offers a floral bouquet of chrysanthemum, layered with bright citrus, juicy berries, and a soft finish of cocoa. Its clean, elegant profile and lively acidity make it a standout choice for black coffee","Chrysanthemum, Orange, Plum, Cocoa","Fruity, Floral, Nutty/Cocoa",RM 42,https://cdn.shopify.com/s/files/1/0609/6374/9959/files/SidamoBensa9.webp?v=1753191786,Heirloom,1700-2200 masl,Washed,Unknown,Espresso,Ethiopia,No,https://aarcoffeelibrary.com/products/ethiopia-sidamo-bensa-g2-1
315,Tubby Coffee,Ethiopia Suke Kuto – Bright & Floral Filter Coffee,"Crafted for filter coffee lovers, Ethiopia Suke Kuto delivers a vibrant, fruit-forward cup that stands out from the first sip. Expect lush Kyoho grape, bright red cherry, and delicate purple-flower aromatics, all wrapped in a clean, silky body","Kyoho Grape, Red Cherry, Purple Flower",Fruity,RM 65,https://cdn.store-assets.com/s/1416711/i/96486165.png?width=480,,,Washed,Medium,Both,Ethiopia,No,https://tubbycoffee.co/products/ethiopia-suke-kuto-filter-coffee
316,The Crackpots,Ethiopia West Arsi Daye Bensa G1 Washed,"Tasting Note: Floral, Citrus, Honey, Green Tea Brewing Recommendation: Filter Brews, Modern Espresso","Floral, Citrus, Honey, Green Tea","Fruity, Floral, Sweet, Green/Vegetative",RM 51,https://cdn.shopify.com/s/files/1/0510/5831/1346/files/EWADBGW-26-01_cover.png?v=1783305066,Heirloom,,Washed,Unknown,Both,Ethiopia,No,https://thecrackpots.com/products/ethiopia-west-arsi-daye-bensa-g1-washed
